"Step","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"2442","715.238885","604.0847","826.39307","1277.92445","1274.89","1280.9589","941.4275766666666","915.4689","963.14923"
"2455","718.92225","606.9055","830.939","1288.8441","1288.4083","1289.2799","940.4228166666667","907.84625","972.7366"
"2468","724.9521649999999","609.44763","840.4567","1325.8886","1323.1342","1328.643","946.4556033333333","919.28577","967.98694"
"2481","727.70465","613.10364","842.30566","1309.9031","1307.2571","1312.5491","947.8941233333334","926.03107","960.2718"
"2494","729.076815","613.87177","844.28186","1332.2588500000002","1325.2788","1339.2389","956.8905933333334","929.6409","983.34564"
"2507","734.4187300000001","618.2127","850.62476","1322.3165","1320.45","1324.183","958.4614633333332","931.90674","982.16675"
"2520","741.704425","621.9365","861.47235","1340.6029","1326.9481","1354.2577","951.7064466666667","929.8406","962.6762"
"2533","746.377875","623.58295","869.1728","1335.80045","1323.7211","1347.8798","962.6110199999999","924.65076","997.4229"
"2546","746.48245","625.7372","867.2277","1307.22155","1300.9923","1313.4508","972.1048566666665","950.25433","1005.75574"
"2559","750.7572749999999","629.3312","872.18335","1318.9102","1312.2406","1325.5798","968.8134466666667","933.35614","997.8088"
"2572","759.0092649999999","630.9907","887.02783","1333.2444","1324.196","1342.2928","961.9901666666666","945.27625","980.3176"
"2585","763.26917","632.28894","894.2494","1366.52565","1350.734","1382.3173","970.48299","949.88116","981.05945"
"2598","768.0978299999999","640.85266","895.343","1357.28655","1339.423","1375.1501","971.7127433333334","956.3186","979.90173"
"2611","773.1507799999999","641.838","904.46356","1338.0358","1323.7739","1352.2977","977.3152799999999","958.97754","1002.7682"
"2624","778.502665","647.49243","909.5129","1365.56225","1360.4235","1370.701","988.6920866666666","971.8982","1000.2029"
"2637","779.178085","649.15607","909.2001","1356.18655","1345.1451","1367.228","998.1932866666666","979.0871","1020.5483"
"2650","788.1235","655.5637","920.6833","1365.65625","1353.2548","1378.0577","994.1617733333334","969.42096","1011.95496"
"2663","794.656485","660.11127","929.2017","1360.6419","1343.0168","1378.267","990.3438166666666","972.90015","1022.4181"
"2676","796.37833","663.47546","929.2812","1360.9121","1343.7743","1378.0499","1001.8919833333333","976.0683","1026.1469"
"2689","801.700815","667.79803","935.6036","1360.8774","1352.1855","1369.5693","991.1743666666666","976.3696","1014.5896"
"2702","805.9442200000001","671.0207","940.86774","1366.3613","1354.2","1378.5226","995.65432","963.28284","1017.98627"
"2715","813.782915","679.76733","947.7985","1382.1937","1358.5616","1405.8258","991.159","964.9238","1009.7304"
"2728","819.1167","681.8426","956.3908","1374.66305","1371.3478","1377.9783","1009.73099","987.8705","1030.1382"
"2741","830.14185","687.116","973.1677","1359.6311","1352.506","1366.7562","1018.3786","1003.7807","1029.1587"
"2754","832.46003","691.77606","973.144","1390.7411","1386.0145","1395.4677","1014.4685799999999","998.65314","1030.31"
"2767","840.669715","698.41693","982.9225","1425.6448500000001","1418.6305","1432.6592","1019.7879333333334","1009.3368","1028.1857"
"2780","844.10298","703.27026","984.9357","1389.02885","1387.4923","1390.5654","1017.7849466666667","1007.2685","1036.374"
"2793","849.7874300000001","709.52826","990.0466","1402.41445","1357.5154","1447.3135","1022.1109333333333","999.7466","1037.0045"
"2806","860.26605","713.0893","1007.4428","1426.9904999999999","1422.2924","1431.6886","1018.9757166666667","1005.86865","1030.725"
"2819","866.98471","717.83575","1016.13367","1393.2768999999998","1368.2784","1418.2754","1023.2042299999999","1006.95544","1040.7239"
"2832","879.9392500000001","728.4577","1031.4208","1415.25385","1407.2775","1423.2302","1039.4445","1025.1005","1052.9553"
"2845","876.57197","726.02264","1027.1213","1433.44405","1430.5719","1436.3162","1034.1914333333332","1016.3001","1043.9532"
"2858","876.70755","735.8657","1017.5494","1411.2325500000002","1406.1128","1416.3523","1037.1656666666665","1025.9585","1058.8984"
"2871","890.62645","738.4996","1042.7533","1412.09465","1398.5144","1425.6749","1040.4171666666668","1031.8312","1056.0426"
"2884","899.079515","750.87103","1047.288","1435.6073000000001","1421.4282","1449.7864","1039.8507666666667","1027.8755","1062.3352"
"2897","910.23675","755.2331","1065.2404","1440.6188","1438.7092","1442.5284","1042.7607","1012.1343","1069.0516"
"2910","910.7425000000001","761.3274","1060.1576","1414.76235","1408.5037","1421.021","1049.4296333333334","1037.3208","1064.6464"
"2923","916.2129","767.5247","1064.9011","1437.7458","1424.9196","1450.572","1059.1551666666667","1046.4468","1075.1323"
"2936","919.09575","770.666","1067.5255","1423.9099999999999","1396.7938","1451.0262","1047.3612333333333","1027.0189","1058.4209"
"2949","936.4658","776.1098","1096.8218","1466.4308500000002","1443.6221","1489.2396","1059.4338666666665","1041.519","1084.0217"
"2962","939.70425","782.6385","1096.77","1459.4988","1441.4536","1477.544","1056.9228333333333","1043.8822","1071.283"
"2975","948.9137499999999","797.8683","1099.9592","1436.12975","1427.5808","1444.6787","1051.4849","1045.7094","1063.0256"
"2988","951.74532","794.65594","1108.8347","1450.0106500000002","1446.6113","1453.41","1067.3039333333334","1042.2988","1095.9801"
"3001","956.23415","804.0207","1108.4476","1455.27155","1433.0271","1477.516","1067.7384666666667","1048.7083","1092.9005"
"3014","962.95808","813.83356","1112.0826","1492.9246","1484.7415","1501.1077","1068.7457000000002","1052.5131","1093.0319"
"3027","971.98162","821.91364","1122.0496","1478.35615","1456.3875","1500.3248","1071.8344666666667","1051.5297","1090.4827"
"3040","972.6213","821.1889","1124.0537","1491.90715","1488.451","1495.3633","1077.1381000000001","1058.5963","1089.7068"
"3053","983.6869","826.2038","1141.17","1439.9385","1435.7999","1444.0771","1085.3584666666666","1072.3481","1094.6669"
"3066","983.1729250000001","828.08685","1138.259","1493.06865","1489.4958","1496.6415","1080.5036","1065.1423","1092.489"
"3079","988.5146500000001","834.4524","1142.5769","1481.2689500000001","1460.7211","1501.8168","1084.7021666666667","1076.5988","1090.0692"
"3092","1000.54245","840.0527","1161.0322","1490.6236","1486.1306","1495.1166","1093.5748999999998","1077.3673","1109.1299"
"3105","1010.91023","851.85736","1169.9631","1499.69375","1461.9119","1537.4756","1090.1098333333332","1066.893","1108.7141"
"3118","1017.9415300000001","856.30676","1179.5763","1501.1354000000001","1499.9817","1502.2891","1099.0613333333333","1083.2822","1115.9312"
"3131","1020.4054699999999","855.55444","1185.2565","1491.46175","1451.8987","1531.0248","1088.7597666666668","1076.8557","1101.0376"
"3144","1029.1826999999998","861.4755","1196.8899","1530.2644500000001","1515.3125","1545.2164","1098.9414","1081.666","1109.205"
"3157","1030.197775","861.55225","1198.8433","1522.21045","1517.4446","1526.9763","1100.8266","1089.4001","1122.1566"
"3170","1035.3772999999999","870.2741","1200.4805","1518.3316","1510.8384","1525.8248","1106.9317666666666","1086.7253","1124.9468"
"3183","1036.10035","868.2909","1203.9098","1524.1079","1485.1571","1563.0587","1102.8276333333333","1061.4401","1131.426"
"3196","1043.1115300000001","880.33936","1205.8837","1535.73775","1496.0675","1575.408","1104.1634333333332","1085.7845","1130.2882"
"3209","1045.80975","879.6837","1211.9358","1538.8306","1491.1041","1586.5571","1103.2106999999999","1074.9213","1131.5033"
"3222","1059.47425","886.7287","1232.2198","1545.374","1468.1654","1622.5826","1110.9464999999998","1087.2183","1131.2332"
"3235","1057.0267000000001","890.5873","1223.4661","1540.0315500000002","1532.3279","1547.7352","1125.5631","1107.0908","1139.4075"
"3248","1062.08645","897.8941","1226.2788","1523.12085","1491.207","1555.0347","1108.3184666666666","1088.9221","1120.5586"
"3261","1075.81415","902.1401","1249.4882","1531.95705","1517.922","1545.9921","1117.8985333333333","1105.1146","1132.2236"
"3274","1071.17455","901.385","1240.9641","1535.335","1487.7762","1582.8938","1116.0159666666666","1086.5936","1138.6261"
"3287","1074.5672","908.2782","1240.8562","1540.2818","1517.5637","1562.9999","1127.8249666666668","1093.8254","1155.7367"
"3300","1083.9114","914.8537","1252.9691","1552.62415","1550.9543","1554.294","1128.3903333333335","1104.0297","1148.4116"
"3313","1082.0558700000001","916.07294","1248.0388","1568.6814","1543.5735","1593.7893","1124.1154","1101.7947","1139.2781"
"3326","1093.4704000000002","920.1041","1266.8367","1644.82525","1599.0168","1690.6337","1135.7995333333333","1118.9406","1151.6952"
"3339","1097.2908499999999","921.6377","1272.944","1621.5578","1557.9702","1685.1454","1133.9613666666667","1109.3672","1161.2273"
"3352","1095.368385","929.22577","1261.511","1567.8287","1503.2512","1632.4062","1135.0834","1102.583","1152.9563"
"3365","1105.00035","936.6692","1273.3315","1602.4551999999999","1529.0754","1675.835","1138.4933333333336","1116.8958","1162.5835"
"3378","1102.24285","931.8326","1272.6531","1568.6909500000002","1530.4213","1606.9606","1136.8290333333334","1109.1863","1162.0127"
"3391","1109.403885","936.57837","1282.2294","1596.3217","1549.9602","1642.6832","1146.6578","1123.7645","1168.9381"
"3404","1114.30515","940.9749","1287.6354","1639.4312","1600.8346","1678.0278","1147.1703666666665","1131.8021","1161.5895"
"3417","1120.94345","946.8106","1295.0763","1619.5337","1600.4612","1638.6062","1140.1300333333331","1115.8516","1172.2292"
"3430","1124.67855","947.2286","1302.1285","1600.4227","1558.7125","1642.1329","1156.2886666666666","1124.4581","1180.3887"
"3443","1132.4094","957.5986","1307.2202","1669.8127","1625.1022","1714.5232","1154.0332666666666","1126.3263","1174.0253"
"3456","1129.76377","958.68054","1300.847","1627.97125","1551.7881","1704.1544","1160.3706","1132.5929","1185.6227"
"3469","1138.852325","959.55255","1318.1521","1644.5913","1566.77","1722.4126","1162.4300999999998","1133.1658","1183.2482"
"3482","1131.72065","953.6139","1309.8274","1679.049","1606.3777","1751.7203","1164.9033","1128.478","1198.0211"
"3495","1146.0541","968.0555","1324.0527","1703.731","1659.3375","1748.1245","1158.4149333333332","1127.0402","1183.1469"
"3508","1146.6408999999999","963.8279","1329.4539","1690.7822","1630.9326","1750.6318","1173.6669666666667","1158.2167","1186.4341"
"3521","1152.8293","971.5692","1334.0894","1700.77815","1612.8975","1788.6588","1160.4842999999998","1131.6036","1185.9462"
"3534","1154.6504","972.0772","1337.2236","1699.8512","1619.5874","1780.115","1164.4022333333335","1146.4539","1193.9517"
"3547","1165.742065","983.35913","1348.125","1683.7649000000001","1633.2573","1734.2725","1181.4608666666666","1158.4739","1195.4812"
"3560","1164.11425","978.9261","1349.3024","1737.789","1659.6968","1815.8812","1169.4986333333334","1161.4847","1184.888"
"3573","1161.3057","974.0437","1348.5677","1677.2875","1622.2448","1732.3302","1178.9490666666668","1164.3085","1194.6794"
"3586","1165.820075","974.05035","1357.5898","1696.4718","1634.0034","1758.9402","1184.1551666666667","1159.1068","1206.285"
"3599","1182.0944","1004.017","1360.1718","1728.7319499999999","1651.2195","1806.2444","1182.5176666666666","1167.7821","1205.7769"
"3612","1173.4812499999998","994.4793","1352.4832","1749.1731","1672.3961","1825.9501","1193.4508666666668","1162.9167","1212.8489"
"3625","1180.4762","998.7693","1362.1831","1750.1640499999999","1680.6115","1819.7166","1183.9366","1160.5173","1212.5824"
"3638","1180.14903","995.08826","1365.2098","1731.7660999999998","1672.6499","1790.8823","1185.4897333333333","1174.9377","1205.9391"
"3651","1187.28045","1002.3965","1372.1644","1751.7482","1659.3777","1844.1187","1194.1848666666667","1170.8185","1222.6248"
"3664","1198.640625","1008.76355","1388.5177","1798.451","1702.1826","1894.7194","1190.8707666666667","1174.065","1214.8933"
"3677","1193.4839000000002","1000.6648","1386.303","1761.8319999999999","1612.4092","1911.2548","1192.3653","1174.0371","1226.3573"
"3690","1203.110325","1019.12225","1387.0984","1782.08875","1693.8267","1870.3508","1204.8613666666668","1195.8849","1213.0874"
"3703","1197.74255","1010.3484","1385.1367","1801.2313","1722.6882","1879.7744","1193.9244","1175.1809","1217.3026"
"3716","1204.2794","1027.6035","1380.9553","1839.18205","1761.7335","1916.6306","1199.240633333333","1187.7454","1219.1028"
"3729","1213.74335","1023.4155","1404.0712","1812.8020999999999","1721.2842","1904.32","1208.4806666666666","1189.1475","1236.3495"
"3742","1216.82565","1028.931","1404.7203","1847.5426","1748.9457","1946.1395","1202.9883666666667","1190.1924","1217.7704"
"3755","1222.4261","1030.6272","1414.225","1863.14145","1761.9822","1964.3007","1209.3243666666667","1204.7618","1215.5585"
"3768","1223.03265","1031.7017","1414.3636","1834.35765","1715.4749","1953.2404","1215.6289666666667","1196.2653","1237.8209"
"3781","1222.1394","1028.5342","1415.7446","1836.83815","1725.487","1948.1893","1216.5309333333335","1191.1511","1245.49"
"3794","1222.7932500000002","1038.3541","1407.2324","1914.1098","1799.3037","2028.9159","1213.3990333333334","1187.0901","1240.304"
"3807","1240.74215","1044.0763","1437.408","1862.4877000000001","1764.7924","1960.183","1217.9068666666665","1194.5309","1239.3281"
"3820","1237.7274","1041.5891","1433.8657","1903.79885","1796.5004","2011.0973","1221.475","1208.0582","1246.7507"
"3833","1234.0785","1048.9075","1419.2495","1937.22165","1857.4363","2017.007","1219.1426000000001","1195.6768","1243.6951"
"3846","1237.5736","1060.0193","1415.1279","1909.6201999999998","1817.1544","2002.086","1223.7266","1182.334","1247.1224"
"3859","1252.6430500000001","1060.6617","1444.6244","1985.2361999999998","1806.2427","2164.2297","1226.5962666666667","1208.5182","1241.7594"
"3872","1246.4598","1066.0142","1426.9054","1943.4966","1863.762","2023.2312","1225.2667333333331","1209.335","1237.571"
"3885","1253.96375","1069.7935","1438.134","1981.67","1874.3651","2088.9749","1225.8233333333335","1208.3687","1245.3429"
"3898","1257.3569499999999","1072.1885","1442.5254","1980.5421","1851.9651","2109.1191","1229.2348666666667","1213.3707","1242.8838"
"3911","1265.1425","1072.5979","1457.6871","2028.87595","1871.7799","2185.972","1230.6993333333332","1217.893","1247.279"
"3924","1269.4065999999998","1081.5457","1457.2675","2050.74995","1899.4044","2202.0955","1233.5782333333334","1225.5555","1247.9473"
"3937","1267.8128","1079.8464","1455.7792","2005.0489499999999","1906.0481","2104.0498","1238.7059666666667","1215.0973","1261.3187"
"3950","1277.37265","1076.5046","1478.2407","2070.07425","1840.8915","2299.257","1242.9729","1233.8146","1257.8188"
"3963","1269.0707499999999","1086.9667","1451.1748","2056.7327999999998","1946.2053","2167.2603","1241.081433333333","1228.2953","1259.9424"
"3976","1254.7458000000001","1026.2234","1483.2682","2093.36535","1953.125","2233.6057","1249.9192","1233.5526","1270.138"
"3989","1238.267525","1010.05505","1466.48","2024.09855","1900.2435","2147.9536","1240.3993","1226.7144","1255.4746"
"4002","1257.7328","1041.2527","1474.2129","2137.24645","1956.9589","2317.534","1260.8658333333333","1247.2882","1268.134"
"4015","1272.068","1051.5713","1492.5647","2083.6179","1974.5214","2192.7144","1261.2278","1240.0352","1290.2163"
"4028","1276.35175","1063.636","1489.0675","2196.35445","1957.0151","2435.6938","1250.3344666666665","1238.5746","1272.9268"
"4041","1291.0985500000002","1081.5046","1500.6925","2144.85995","2024.8202","2264.8997","1264.4355","1248.2635","1287.1925"
"4054","1304.80235","1092.1349","1517.4698","2215.5371999999998","2010.8337","2420.2407","1259.7140000000002","1242.3024","1286.6365"
"4067","1292.55915","1100.5128","1484.6055","2164.2744","2068.6096","2259.9392","1258.8650333333335","1249.2382","1274.1261"
"4080","1308.5112","1099.6046","1517.4178","2200.27625","2068.4287","2332.1238","1257.6310999999998","1228.4749","1286.3223"
"4093","1309.4206","1110.2621","1508.5791","2209.3897","1929.2079","2489.5715","1269.4342333333334","1247.6003","1300.2361"
"4106","1311.3985","1117.4849","1505.3121","2198.94665","2065.7515","2332.1418","1277.2984999999999","1266.5529","1294.58"
"4119","1332.1458","1126.5686","1537.723","2294.1322","2114.4363","2473.8281","1274.0492333333332","1261.5831","1293.6322"
"4132","1332.54245","1134.1597","1530.9252","2290.6760999999997","2020.3417","2561.0105","1276.5593333333334","1264.3567","1298.1963"
"4145","1332.7196","1130.4497","1534.9895","2320.3734","2148.998","2491.7488","1283.0514333333333","1261.8749","1300.0287"
"4158","1337.78905","1133.9001","1541.678","2267.6039","2151.281","2383.9268","1278.4807666666666","1264.4902","1299.4313"
"4171","1343.17085","1138.2241","1548.1176","2365.64115","2155.814","2575.4683","1268.0529333333332","1245.7803","1295.1295"
"4184","1342.4026","1141.9895","1542.8157","2519.51975","2293.2617","2745.7778","1291.2471666666668","1272.6306","1318.403"
"4197","1355.409","1159.891","1550.927","2494.2678","2262.373","2726.1626","1283.9871","1269.1543","1299.5303"
"4210","1343.68005","1147.3746","1539.9855","2500.0204","2326.7146","2673.3262","1284.2521333333334","1276.1759","1300.2395"
"4223","1360.85615","1154.3683","1567.344","2512.97095","2280.1433","2745.7986","1295.9007333333332","1291.7717","1299.442"
"4236","1348.1069","1160.6052","1535.6086","2480.45995","2247.6267","2713.2932","1293.8947666666666","1283.8232","1308.7465"
"4249","1391.4462","1177.4843","1605.4081","2677.9867","2423.4827","2932.4907","1298.5138333333334","1280.7994","1314.7327"
"4262","1372.8061","1181.1487","1564.4635","2560.572","2248.1367","2873.0073","1299.2758333333334","1292.1692","1305.6617"
"4275","1384.2067","1189.187","1579.2264","2533.59545","2354.7961","2712.3948","1296.8306","1271.0013","1311.1693"
"4288","1384.6778","1186.0122","1583.3434","2455.25675","2304.1282","2606.3853","1302.3065","1282.4231","1323.1367"
"4301","1399.3085","1192.1185","1606.4985","2666.83495","2290.0193","3043.6506","1302.2367666666667","1285.0177","1316.6361"
"4314","1397.3782999999999","1202.4795","1592.2771","2665.0768","2446.1438","2884.0098","1310.8788000000002","1294.9838","1333.2686"
"4327","1397.6186","1195.6702","1599.567","2708.9333500000002","2507.8455","2910.0212","1307.7228","1286.9845","1328.4603"
"4340","1401.4846499999999","1208.4185","1594.5508","2749.8464999999997","2316.877","3182.816","1303.3879666666664","1279.2512","1329.6722"
"4353","1418.5830500000002","1223.0858","1614.0803","2799.87835","2564.3367","3035.42","1312.7589666666665","1297.8206","1325.0306"
"4366","1427.8883500000002","1220.6038","1635.1729","2759.9622","2523.5037","2996.4207","1314.7500333333332","1300.2758","1328.6368"
"4379","1401.9938499999998","1224.9342","1579.0535","2816.9193","2356.719","3277.1196","1310.3128","1299.204","1326.1117"
"4392","1436.5434500000001","1227.6101","1645.4768","2930.43795","2537.5151","3323.3608","1309.8718","1293.5674","1325.8291"
"4405","1412.1069499999999","1229.2129","1595.001","2882.52005","2438.7415","3326.2986","1329.1795","1308.4515","1349.6598"
"4418","1433.5061","1253.1151","1613.8971","3013.40185","2449.583","3577.2207","1324.0725000000002","1296.3882","1351.6003"
"4431","1424.1996","1247.9268","1600.4724","3022.7671","2486.5137","3559.0205","1334.0069","1314.9087","1345.3892"
"4444","1447.391","1264.5514","1630.2306","3266.52455","2727.6028","3805.4463","1326.2311","1302.2136","1338.487"
"4457","1465.2444500000001","1261.4303","1669.0586","3130.3385","2733.279","3527.398","1336.4298666666666","1315.7684","1346.9281"
"4470","1476.00865","1271.4298","1680.5875","3112.5976499999997","2722.2307","3502.9646","1335.3201666666666","1314.0046","1349.4438"
"4483","1477.3465999999999","1271.6716","1683.0216","3040.68105","2784.1265","3297.2356","1322.9255999999998","1301.8776","1338.5409"
"4496","1466.2655","1292.4587","1640.0723","3260.2681000000002","2740.9915","3779.5447","1328.6742333333332","1321.7985","1340.4895"
"4509","1488.9539","1282.315","1695.5928","3291.7554","2703.365","3880.1458","1331.2050333333334","1317.519","1341.3726"
"4522","1472.2971499999999","1299.3951","1645.1992","3441.2748","2971.7664","3910.7832","1342.8903666666668","1334.2798","1359.4388"
"4535","1485.3018","1313.4242","1657.1794","3678.3575","3143.085","4213.63","1343.5004999999999","1319.0276","1364.9304"
"4548","1490.80505","1313.6028","1668.0073","3504.4557","2882.8574","4126.054","1348.0682000000002","1333.7125","1358.6763"
"4561","1485.47225","1318.0594","1652.8851","3561.21425","2934.9822","4187.4463","1343.0180333333333","1336.1437","1347.4355"
"4574","1497.21815","1326.0593","1668.377","3596.2558499999996","2910.1733","4282.3384","1347.961833333333","1325.1514","1364.6191"
"4587","1478.9980500000001","1313.5975","1644.3986","3659.9838499999996","3123.3271","4196.6406","1345.9526333333333","1344.3293","1348.0204"
"4600","1530.85215","1342.1698","1719.5345","3895.0122","3147.501","4642.5234","1357.0712666666666","1351.1954","1367.3396"
"4613","1510.1655","1353.6954","1666.6356","3722.2604","3198.3918","4246.129","1355.7610666666667","1347.6964","1370.4316"
"4626","1512.30685","1367.5774","1657.0363","4050.2457","3326.3884","4774.103","1356.0148666666666","1345.0582","1371.7396"
"4639","1526.9632000000001","1360.4329","1693.4935","4159.96335","3512.7007","4807.226","1358.6147333333333","1347.13","1375.6344"
"4652","1515.99745","1368.2823","1663.7126","4033.9575000000004","3036.7944","5031.1206","1366.5648666666668","1355.3516","1382.5361"
"4665","1549.8755","1385.5685","1714.1825","4086.292","3282.5176","4890.0664","1358.6714333333337","1349.0829","1374.3331"
"4678","1556.1094","1380.2905","1731.9283","4035.2343","3438.9116","4631.557","1365.2266000000002","1354.2178","1372.3021"
"4691","1537.9589","1397.366","1678.5518","4131.532999999999","3491.321","4771.745","1374.5499333333335","1365.8036","1384.7976"
"4704","1551.11825","1395.1733","1707.0632","4392.1338","3679.2583","5105.0093","1374.3528333333334","1350.0648","1404.0822"
"4717","1547.69245","1384.2471","1711.1378","4462.15755","3424.5046","5499.8105","1384.6518333333333","1364.151","1410.2518"
"4730","1552.11645","1407.6859","1696.547","4428.2721","3621.1995","5235.3447","1389.3957666666665","1375.206","1401.7916"
"4743","1560.53305","1401.5371","1719.529","4709.20885","3813.821","5604.5967","1384.2535333333333","1359.1868","1410.498"
"4756","1570.3693","1413.5378","1727.2008","4820.6630000000005","3662.4124","5978.9136","1387.3677333333335","1369.7231","1415.7915"
"4769","1535.4639499999998","1412.5854","1658.3425","5039.8925","4250.109","5829.676","1384.4649666666667","1358.2002","1423.7343"
"4782","1571.2732999999998","1439.5009","1703.0457","5160.206050000001","4107.5825","6212.8296","1386.8548","1370.7203","1403.1787"
"4795","1572.8348","1428.6415","1717.0281","5136.74585","4086.354","6187.1377","1401.0624","1375.641","1427.1531"
"4808","1595.3361","1430.5068","1760.1654","5159.9052","4261.7974","6058.013","1397.4003","1380.8873","1427.1218"
"4821","1586.475","1429.7847","1743.1653","5025.62035","4140.687","5910.5537","1390.8482999999999","1366.0969","1410.2676"
"4834","1580.1099","1440.7751","1719.4447","5214.0177","4452.759","5975.2764","1402.4325333333334","1383.7228","1421.4956"
"4847","1594.9521","1444.0857","1745.8185","5457.21825","4431.643","6482.7935","1408.8900666666668","1389.2213","1435.5903"
"4860","1598.9200999999998","1447.9983","1749.8419","5154.72815","4370.4463","5939.01","1402.4473333333335","1383.8849","1421.362"
"4873","1567.75205","1454.383","1681.1211","5380.9236","4313.1284","6448.7188","1411.7641999999998","1391.0913","1436.9541"
"4886","1595.26915","1457.0511","1733.4872","5498.67935","4963.6177","6033.741","1402.2275666666665","1386.8727","1424.8464"
